TransactionId,Voucher,Amount (Original),Amount (Base USD),Amount (Base),Currency (Original),Account Code,HFM Account,Journal Type,Journal Desc,Customer or Supplier,Transaction Date,Transaction Entered By,Transaction Entered Date,Transaction Updated By,Transaction Updated Date,COY_ID,Entity Name,Vessel AUX,Reference,Updated in ODP,Transaction Open,Transaction Text
VGR731535920,259501V7,14516.13,11245.84,14516.13,SGD,5900000,IS512120,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,06:59.4,Mini Nair,15:44.6,,,,,03:48.5,Yes,Land and building Depn P08
VGR731536346,259527V7,-1282.86,-993.85,-1282.86,SGD,1225102,BS09522,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:09.8,,,,P08-IFRS 16,03:48.5,Yes,VSA_4 Dep'n charge for Rent P08- Additional VSA 6
VGR731536350,259527V7,-245.64,-190.3,-245.64,SGD,1225102,BS09522,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:09.8,,,,P08-IFRS 16,03:48.5,Yes,VSA_4 Dep'n charge for Reinstatement P08
VGR731536352,259527V7,-42829.25,-33180.39,-42829.25,SGD,1225102,BS09522,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:09.8,,,,P08-IFRS 16,03:48.5,Yes,VSA_4 Dep'n charge for Rent P08
VGR731536360,259527V7,-1910.28,-1479.92,-1910.28,SGD,1225102,BS09522,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:09.8,,,,P08-IFRS 16,03:48.5,Yes,VSA_5ROU Amortisation - P08
VGR731536365,259527V7,1279.68,991.39,1279.68,SGD,5900920,IS511113,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,17:52.1,rehman shaikh,28:10.0,,,,P08-IFRS 16,03:48.5,Yes,VSA_7 Dep'n charge P08
VGR731538930,259429V7,-323372.57,-250521.05,-323372.57,SGD,1211015,BS28200,BV,Bank Voucher,,22-08-2025,Savita Gaikwad,35:43.4,Savita Gaikwad,35:43.5,,,,PR-Aug'25,03:48.5,Yes,Salary Aug'25 CITI BANK - S$ 
VGR731588523,AUTO,-1576.7,-1221.49,-1576.7,SGD,1211015,BS28200,PF,Purchase Invoice Payment (Finalised),STAFF Guo Wei,28-08-2025,girisha shirke,57:36.2,girisha shirke,27:23.5,,,,VSV700389916,03:48.5,Yes,STAFF Guo Wei(SGD 1576.70)
VGR731588525,AUTO,-210.34,-162.95,-210.34,SGD,1211015,BS28200,PF,Purchase Invoice Payment (Finalised),Staff Balvinder Singh Dhillon,28-08-2025,girisha shirke,57:36.7,girisha shirke,26:09.1,,,,VSV700389917,03:48.5,Yes,Staff Balvinder Singh Dhillon(SGD 210.34)
VGR731588527,AUTO,-1201.4,-930.74,-1201.4,SGD,1211015,BS28200,PF,Purchase Invoice Payment (Finalised),Staff Rao Siddhartha Charan,28-08-2025,girisha shirke,57:36.7,girisha shirke,27:06.4,,,,VSV700389918,03:48.5,Yes,Staff Rao Siddhartha Charan(SGD 1201.40)
VGR731588529,AUTO,-60,-46.48,-60,SGD,1211015,BS28200,PF,Purchase Invoice Payment (Finalised),OCS COURIER SERVICES PTE LTD ,28-08-2025,girisha shirke,57:36.7,girisha shirke,25:45.6,,,,VSV700389919,03:48.5,Yes,OCS COURIER SERVICES PTE LTD (SGD 60.00)
VGR731593266,AUTO,-2238.37,-1734.1,-2238.37,SGD,1211015,BS28200,PF,Purchase Invoice Payment (Finalised),SP SERVICES LTD,25-08-2025,girisha shirke,25:11.9,girisha shirke,26:54.3,,,,,03:48.5,Yes,SP SERVICES LTD(SGD 2238.37)
VGR731593480,259467V7,-50.84,-39.39,-50.84,USD,1211019,BS28200,BV,Bank Voucher,,25-08-2025,girisha shirke,29:15.7,girisha shirke,29:15.7,,,,,03:48.5,Yes,BANK CHARGES
VGR731593481,259467V7,50.84,39.39,50.84,USD,5951000,IS440000,BV,Bank Voucher,,25-08-2025,girisha shirke,29:15.7,girisha shirke,29:15.7,,,,,03:48.5,Yes,BANK CHARGES
VGR731598067,AUTO,-7744.8,-6000,-7744.8,USD,1211019,BS28200,PF,Purchase Invoice Payment (Finalised),Pankaj Madhok,28-08-2025,girisha shirke,40:12.2,girisha shirke,33:04.4,,,,VSV700390341,03:48.5,Yes,Pankaj Madhok(USD 6000.00)
VGR731619685,AUTO,9035.6,7000,9035.6,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,31:13.1,Nishant Jain,31:13.1,,,,,03:48.5,Yes,OSPREY
VGR731619687,AUTO,10810.45,8375,10810.45,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,31:50.1,Nishant Jain,31:50.1,,,,,03:48.5,Yes,CL GRACE
VGR731619689,AUTO,14198.8,11000,14198.8,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,32:14.0,Nishant Jain,32:14.0,,,,,03:48.5,Yes,LADY OF DORIA
VGR731619705,AUTO,645.4,500,645.4,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,32:43.8,Nishant Jain,32:43.8,,,,,03:48.5,Yes,LADY OF DORIA
VGR731646903,259472V7,335084.92,259594.76,335084.92,USD,1211019,BS28200,BV,Bank Voucher,,25-08-2025,Savita Gaikwad,39:43.7,Savita Gaikwad,39:44.1,,,,,03:48.5,Yes,MOT Aug 25
VGR731646910,259472V7,2129.82,1650,2129.82,USD,3203070,IGNORE,BV,Bank Voucher,,25-08-2025,Savita Gaikwad,39:43.7,Savita Gaikwad,39:43.9,VSERGSM0258,NRSG V. Ships (Hamburg) GmbH & Co KG,,,03:48.5,Yes,MOT Aug 25
VGR731646911,259472V7,-80437.49,-62316,-80437.49,USD,3203070,IGNORE,BV,Bank Voucher,,25-08-2025,Savita Gaikwad,39:43.7,Savita Gaikwad,39:43.8,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,,03:48.5,Yes,MOT Aug 25
VGR731649348,AUTO,-2129.82,-1650,-2129.82,USD,3203070,IGNORE,PF,Purchase Invoice Payment (Finalised),V.Ships (Hamburg) GmbH & Co KG,12-08-2025,Arti Auvlolo,20:58.1,Arti Auvlolo,21:31.5,VSERGSM0258,NRSG V. Ships (Hamburg) GmbH & Co KG,,,03:48.5,Yes,V.Ships (Hamburg) GmbH & Co KG(USD 1650.00)
VGR731655129,259430V7,109390.64,84746.39,109390.64,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS (SHANGHAI) LIMITED,27-08-2025,Arti Auvlolo,01:48.9,Arti Auvlolo,01:49.1,VSERGSM0176,VSSL V.Ships (Shanghai) LTD,,VSSL-2025-2959,03:48.5,Yes,VSA/Technical support services 202508
VGR731655130,259430V7,88835.41,68821.98,88835.41,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS (SHANGHAI) LIMITED,27-08-2025,Arti Auvlolo,01:48.9,Arti Auvlolo,01:49.1,VSERGSM0176,VSSL V.Ships (Shanghai) LTD,,VSSL-2025-2959,03:48.5,Yes,VSA/Technical support services 202508
VGR731655131,259430V7,289810.17,224519.81,289810.17,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS (SHANGHAI) LIMITED,27-08-2025,Arti Auvlolo,01:48.9,Arti Auvlolo,01:49.0,VSERGSM0176,VSSL V.Ships (Shanghai) LTD,,VSSL-2025-2959,03:48.5,Yes,VSA/Technical support services 202508
VGR731657370,259435V7,1105.51,856.45,1105.51,USD,4800206,IS260170,MI,Purchase Invoice,V.SHIPS MANAGEMENT,27-08-2025,Arti Auvlolo,02:47.6,Arti Auvlolo,02:47.8,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14120,03:48.5,Yes,OSC Charges
VGR731657374,259434V7,1884.12,1459.65,1884.12,USD,4800206,IS260170,MI,Purchase Invoice,V.SHIPS MANAGEMENT,27-08-2025,Arti Auvlolo,02:47.6,Arti Auvlolo,02:47.7,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14117,03:48.5,Yes,OSC Charges
VGR731657387,259456V7,3700.74,2867.01,3700.74,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS SHIP MANAGEMENT INDIA PRIVATE LIMITED (NEW),28-08-2025,Arti Auvlolo,03:08.5,Arti Auvlolo,03:11.1,VSERGSM0283,CHEN -V SHIPS SHIP MANAGEMENT INDIA PRIVATE LTD,,CHEN-2025-903,03:48.5,Yes,VSA-TECHNICAL FEES
VGR731657388,259456V7,22331.01,17300.13,22331.01,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS SHIP MANAGEMENT INDIA PRIVATE LIMITED (NEW),28-08-2025,Arti Auvlolo,03:08.5,Arti Auvlolo,03:11.1,VSERGSM0283,CHEN -V SHIPS SHIP MANAGEMENT INDIA PRIVATE LTD,,CHEN-2025-903,03:48.5,Yes,VSA-TECHNICAL FEES
VGR731657390,259456V7,8458.82,6553.16,8458.82,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS SHIP MANAGEMENT INDIA PRIVATE LIMITED (NEW),28-08-2025,Arti Auvlolo,03:08.5,Arti Auvlolo,03:11.1,VSERGSM0283,CHEN -V SHIPS SHIP MANAGEMENT INDIA PRIVATE LTD,,CHEN-2025-903,03:48.5,Yes,VSA-TECHNICAL FEES
VGR731657392,259456V7,39036.98,30242.47,39036.98,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS SHIP MANAGEMENT INDIA PRIVATE LIMITED (NEW),28-08-2025,Arti Auvlolo,03:08.5,Arti Auvlolo,03:08.6,VSERGSM0283,CHEN -V SHIPS SHIP MANAGEMENT INDIA PRIVATE LTD,,CHEN-2025-903,03:48.5,Yes,VSA-TECHNICAL FEES
VGR731665170,AUTO,4069.18,3152.45,4069.18,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,49:53.7,Nishant Jain,49:53.7,,,,,03:48.5,Yes,SINAR TERNATE
VGR731665187,AUTO,15275.62,11834.23,15275.62,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,50:25.1,Nishant Jain,50:25.1,,,,,03:48.5,Yes,OCEANIC ETHER
VGR731665210,AUTO,16862.15,13063.33,16862.15,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,51:23.1,Nishant Jain,51:23.2,,,,,03:48.5,Yes,KK MARLIN
VGR731665213,AUTO,24705.95,19140.03,24705.95,USD,1211019,BS28200,SR,Sales Receipt,,28-08-2025,Nishant Jain,51:48.6,Nishant Jain,51:48.6,,,,,03:48.5,Yes,RYVINGEN SUN
VGR731669088,259437V7,1486.27,1151.43,1486.27,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS MANAGEMENT,27-08-2025,Arti Auvlolo,02:52.2,Arti Auvlolo,02:52.2,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14135,03:48.5,Yes,Vessel Accounting Service (Shanghai)  
VGR731669090,259437V7,2439.61,1890,2439.61,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS MANAGEMENT,27-08-2025,Arti Auvlolo,02:52.2,Arti Auvlolo,02:52.2,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14135,03:48.5,Yes,Vessel Accounting Service (Shanghai)  
VGR731669092,259436V7,3161.4,2449.18,3161.4,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS MANAGEMENT,27-08-2025,Arti Auvlolo,02:52.2,Arti Auvlolo,02:52.2,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14134,03:48.5,Yes,Vessel Accounting Service Technical Fee (Singapore)
VGR731669094,259436V7,4963.73,3845.47,4963.73,USD,4900370,IS361400,MI,Purchase Invoice,V.SHIPS MANAGEMENT,27-08-2025,Arti Auvlolo,02:52.2,Arti Auvlolo,02:52.2,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,VMIN-2025-14134,03:48.5,Yes,Vessel Accounting Service Technical Fee (Singapore)
VGR731684000,259433V7,853.74,661.41,853.74,PGK,5810300,IS352410,MI,Purchase Invoice,Fiocco Nutley Lawyers,29-08-2025,Amol Kunkerkar,06:34.4,girisha shirke,47:37.9,,,,1-79494/2025,03:48.5,Yes,"TWDS PROFESSIONAL SERVICES-RESIDENT DIRECTOR SERVICES-2025
"
VGR731684003,259420V7,8000,6197.71,8000,SGD,5810300,IS352410,MI,Purchase Invoice,Grant Thornton Singapore Private Limited,29-08-2025,Amol Kunkerkar,06:55.5,girisha shirke,46:24.3,,,,104011086,03:48.5,Yes,Professional services towards- IRAS for waiver 
VGR731710892,259509V7,3048.44,2361.67,3048.44,SGD,1211015,BS28200,BV,Bank Voucher,,29-08-2025,Nishant Jain,11:06.4,Nishant Jain,11:06.5,,,,,03:48.5,Yes,VSAG - CASH POOLING
VGR731711062,259511V7,-58324.69,-45184.92,-58324.69,USD,1211019,BS28200,BV,Bank Voucher,,29-08-2025,Nishant Jain,14:21.3,Nishant Jain,14:30.4,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731711063,259511V7,58324.69,45184.92,58324.69,USD,3203070,IGNORE,BV,Bank Voucher,,29-08-2025,Nishant Jain,14:21.3,Nishant Jain,14:21.3,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,VSAG CASH POOLING
VGR731711123,AUTO,2237.78,1733.64,2237.78,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,15:36.4,Nishant Jain,15:36.4,,,,,03:48.5,Yes,KK MARLIN
VGR731711147,AUTO,9630.61,7460.96,9630.61,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,17:19.6,Nishant Jain,17:19.7,,,,,03:48.5,Yes,SINAR TIDORE
VGR731711153,AUTO,10326.4,8000,10326.4,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,17:48.7,Nishant Jain,17:48.7,,,,,03:48.5,Yes,ARABELLA
VGR731711600,AUTO,10907.26,8450,10907.26,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,18:28.0,Nishant Jain,18:28.0,,,,,03:48.5,Yes,TS CHENNAI
VGR731711613,AUTO,11509.64,8916.67,11509.64,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,18:56.6,Nishant Jain,18:56.7,,,,,03:48.5,Yes,TOP MARINE
VGR731711686,AUTO,21457.81,16623.65,21457.81,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,19:54.6,Nishant Jain,19:54.6,,,,,03:48.5,Yes,ASIA UNITY
VGR731713073,AUTO,-127.8,0,-127.8,USD,3203070,IGNORE,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,VSERGSM0149,VSPN V.SHIPS (PAPUA NEW GUINEA) LTD,,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731713074,AUTO,-371813.33,0,-371813.33,USD,3203070,IGNORE,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731713075,AUTO,0.01,0,0.01,USD,3203070,IGNORE,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731713076,AUTO,1512.78,0,1512.78,USD,3203070,IGNORE,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,VSERGSM0053,VSG V.SHIPS GREECE LTD,,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731713107,AUTO,218.07,0,218.07,USD,1240001,BS25400,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,,,LEVANT,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731713113,AUTO,-148110.51,0,-148110.51,USD,1213202,BS27100,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,,,,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731713114,AUTO,-2340.65,0,-2340.65,USD,1211019,BS28200,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,32:24.8,,,,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731714444,259513V7,-60912.9,-47190.04,-60912.9,USD,1211019,BS28200,BV,Bank Voucher,,28-08-2025,Nishant Jain,45:06.0,Nishant Jain,45:06.1,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731714445,259513V7,60912.9,47190.04,60912.9,USD,3203070,IGNORE,BV,Bank Voucher,,28-08-2025,Nishant Jain,45:06.0,Nishant Jain,45:06.0,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,VSAG CASH POOLING
VGR731715400,259514V7,2260.17,1750.98,2260.17,SGD,1211015,BS28200,BV,Bank Voucher,,25-08-2025,Nishant Jain,59:15.0,Nishant Jain,59:15.0,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731715616,259515V7,348.8,270.22,348.8,SGD,1211015,BS28200,BV,Bank Voucher,,27-08-2025,Nishant Jain,01:46.6,Nishant Jain,01:46.7,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731716254,AUTO,-5230.86,-4052.42,-5230.86,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,12:09.2,Nishant Jain,12:09.2,,,,,03:48.5,Yes,CL MONA
VGR731716282,AUTO,10326.4,8000,10326.4,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,12:38.3,Nishant Jain,12:38.4,,,,,03:48.5,Yes,PACIFIC VIOLET
VGR731716345,259517V7,-362847.06,-281102.46,-362847.06,USD,1211019,BS28200,BV,Bank Voucher,,25-08-2025,Nishant Jain,15:43.6,Nishant Jain,15:43.7,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731716346,259517V7,362847.06,281102.46,362847.06,USD,3203070,IGNORE,BV,Bank Voucher,,25-08-2025,Nishant Jain,15:43.6,Nishant Jain,15:43.6,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,VSAG CASH POOLING
VGR731716821,259518V7,-25009.25,-19375,-25009.25,USD,1211019,BS28200,BV,Bank Voucher,,26-08-2025,Nishant Jain,20:21.1,Nishant Jain,20:21.1,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731716822,259518V7,25009.25,19375,25009.25,USD,3203070,IGNORE,BV,Bank Voucher,,26-08-2025,Nishant Jain,20:21.1,Nishant Jain,20:21.1,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,VSAG CASH POOLING
VGR731716984,259519V7,-645.4,-500,-645.4,USD,1211019,BS28200,BV,Bank Voucher,,27-08-2025,Nishant Jain,22:45.9,Nishant Jain,22:45.9,,,,,03:48.5,Yes,VSAG CASH POOLING
VGR731716985,259519V7,645.4,500,645.4,USD,3203070,IGNORE,BV,Bank Voucher,,27-08-2025,Nishant Jain,22:45.9,Nishant Jain,22:45.9,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,VSAG CASH POOLING
VGR731717171,AUTO,-21.8,-16.89,-21.8,SGD,1211015,BS28200,PF,Purchase Invoice Payment (Finalised),Maritime and Port Authority of Singapore,25-08-2025,girisha shirke,24:40.3,girisha shirke,24:57.9,,,,,03:48.5,Yes,Maritime and Port Authority of Singapore(SGD 21.80)
VGR728696152,259491V7,-2269.48,-1734.41,-2269.48,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,12:17.6,Mini Nair,28:48.6,,,,,03:48.5,Yes,Prepayment AIA SINGAPORE PTE LTD 202502O0000000888968
VGR728696230,259492V7,281.17,214.88,281.17,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,12:57.0,Mini Nair,38:33.0,,,,,03:48.5,Yes,Prepayment AIA SINGAPORE PTE LTD 202402A0000000888924
VGR731717944,259523V7,-12372.8,-9585.37,-12372.8,USD,4900370,IS361400,AV,Journal Voucher (Reversing),,31-08-2025,Savita Gaikwad,32:50.3,Mini Nair,19:45.0,VSERGSM0091,VSCN V.Ships Management (India) Private Limited,,,03:48.5,Yes,Accrual P08 chennai staff
VGR731718818,AUTO,18777.38,14547.09,18777.38,USD,1211019,BS28200,SR,Sales Receipt,,29-08-2025,Nishant Jain,45:04.9,Nishant Jain,45:04.9,,,,,03:48.5,Yes,V.SHIPS (SHANGHAI) LIMITED
VGR731731518,AUTO,-2470.61,0,-2470.61,USD,3203070,IGNORE,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,37:30.2,VSERGSM0125,VSAG V.Ships Asia Group Pte Ltd (HOLDING),,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731731520,AUTO,2340.66,0,2340.66,USD,1211019,BS28200,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,37:30.2,,,,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR731840584,259657V7,13753830.39,10655276.1,13753830.39,USD,1213202,BS27100,AV,Journal Voucher (Reversing),,31-08-2025,Savita Gaikwad,50:16.8,rehman shaikh,04:40.3,,,,,03:48.5,Yes,Client bank balance 31/08/2025
VGR731848067,259660V7,-387,-299.81,-387,SGD,3121400,BS20102,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,34:23.3,Mini Nair,21:20.9,,,,,03:48.5,Yes,Bad Debts_Aug 25 IFRS 9
VGR731850596,AUTO,-75652.39,0,-75652.39,USD,1213202,BS27100,ER,Exchange Revaluation,,31-08-2025,,00:00.0,Savita Gaikwad,26:13.6,,,,,03:48.5,Yes,Exchange Revaluation - B/S Account
VGR729114547,259496V7,-977.78,-747.25,-977.78,USD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,02:56.6,Mini Nair,04:32.2,,,,,03:48.5,Yes,Prepayment IT Infrastructure VPSS-2025-2909
VGR729528845,259520V7,-399.33,-309.7,-399.33,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,53:16.4,Mini Nair,11:00.3,,,,,03:48.5,Yes,Prepayment AIG ASIA PACIFIC INSURANCE PTE LTD 1000153062/9008/000
VGR729826362,259494V7,-242.4,-187.99,-242.4,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,07:37.3,Mini Nair,39:27.4,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826379,259493V7,-242.4,-187.99,-242.4,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,08:22.0,Mini Nair,38:49.4,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826444,259497V7,-242.4,-187.99,-242.4,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,08:59.8,Mini Nair,05:28.8,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826456,259502V7,-242.4,-187.99,-242.4,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,09:37.3,Mini Nair,18:47.8,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR729826513,259498V7,-242.4,-187.99,-242.4,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,10:45.7,Mini Nair,15:06.5,,,,,03:48.5,Yes,Prepayment THE MANAGEMENT CORPORATION STRATA TITLE PLAN NO 4218 CAR PARK CONCOURSE-25-3
VGR730772569,259500V7,-114.66,-89.86,-114.66,SGD,1242102,BS25320,JV,Journal Voucher,,31-08-2025,Savita Gaikwad,12:58.2,Mini Nair,15:35.7,,,,,03:48.5,Yes,Prepayment SINGAPORE BUSINESS FEDERATION 25021240
VGR730969791,259232V7,2261918.89,1772663.71,2261918.89,SGD,1214204,BS36500,RV,Journal Voucher (Reversing),,01-08-2025,Savita Gaikwad,04:55.1,Meet Kapashi,42:33.1,,,,,03:48.5,Yes,Client bank balance 31/07/2025
VGR731110854,259258V7,770.11,596.62,770.11,GBP,1243816,BS21900,MI,Purchase Invoice,Staff Lorenzo Calonghi,07-08-2025,girisha shirke,41:30.1,girisha shirke,49:24.6,VCORGSE0060,VVA - Vouvray Acquisition Ltd,,EXPENSES-JULY'25,03:48.5,No,Lorenzo Calonghi-UAE Attestation & Apostille Academic Docume
VGR731110856,259242V7,443.5,343.59,443.5,SGD,1243816,BS21900,MI,Purchase Invoice,Staff Navin Subramanian,07-08-2025,girisha shirke,41:30.1,girisha shirke,48:01.1,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,EXPENSES-AUG'25-2,03:48.5,No,Navin Subramanian- TRAVEL EXPENSES
VGR731110857,259241V7,493.24,382.12,493.24,SGD,1243816,BS21900,MI,Purchase Invoice,Staff Navin Subramanian,07-08-2025,girisha shirke,41:30.1,girisha shirke,48:01.1,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,EXPENSES-AUG'25-1,03:48.5,No,Navin Subramanian-TRAVEL EXPENSES
VGR731110858,259240V7,1695.93,1313.86,1695.93,SGD,1243816,BS21900,MI,Purchase Invoice,Staff Navin Subramanian,07-08-2025,girisha shirke,41:30.1,girisha shirke,48:01.1,VSERGSM0115,VMIN V.SHIPS MANAGEMENT (New),,EXPENSES-AUG'25,03:48.5,No,Navin Subramanian-TRAVEL EXPENSES
VGR731185291,259263V7,167.36,129.66,167.36,SGD,1243816,BS21900,MI,Purchase Invoice,Staff Rao Siddhartha Charan,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:48.0,VLEIGLE0005,CAT OCL Catering Ltd (Cyprus) ,,EXPENSES-AUGUST'25,03:48.5,No,Rao Siddhartha Charan-TRAVEL EXPENSES
VGR731185294,259257V7,360.29,279.12,360.29,JPY,5340000,IS345100,MI,Purchase Invoice,HIROYOSHI NOSU,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,46:32.3,,,,EXPENSES-JUN+JUL'25,03:48.5,Yes,SETTLEMENT OF EXPENSES JUN & JUL 2025-FOOD
VGR731185305,259254V7,43,33.31,43,SGD,1243816,BS21900,MI,Purchase Invoice,PARKWAY SHENTON PTE LTD,11-08-2025,Amol Kunkerkar,04:45.2,girisha shirke,43:46.2,VLEIGLE0005,CAT OCL Catering Ltd (Cyprus) ,,SMG261113,03:48.5,No,TWDS MEDICAL EXAMINATION-CHECK UP-CUARENTAS QUEMEL
VGR731212560,259287V7,1290.8,1000,1290.8,USD,4100200,IS260100,MI,Purchase Invoice,SELANDIA SHIP MANAGEMENT (SING,07-08-2025,Arti Auvlolo,27:22.1,girisha shirke,47:05.9,VSERGSM0205,SMSG SELANDIA SHIP MANAGEMENT (SINGAPORE) PTE LTD,,SMSG-2025-1304,03:48.5,Yes,Asia Aspara - 10% of Management fees for using DOC  - August 2025
